index,unit2_pos,unit1_beam_32,unit1_beam_64
1002,"[0.7098581720411743, 0.753246753168856]",6,11
1003,"[0.48471911495794606, 0.7478354976182844]",14,27
1004,"[0.36329303585666484, 0.8127705625333757]",20,38
1005,"[0.3854395435174717, 0.8430735930321478]",19,37
1006,"[0.6002750354109314, 0.7456709955826123]",9,17
1007,"[0.24494571130333936, 0.08008658008757877]",23,45
1008,"[0.2860983969956636, 0.0790043289159456]",20,39
1009,"[0.10769483384919146, 0.8474025974110863]",29,57
1010,"[0.24051230476186672, 0.03571428574174949]",24,47
1011,"[0.40953592906983155, 0.04004329012068795]",15,29
1012,"[0.03809445619092492, 0.9069264067756059]",30,59
1013,"[0.5895404445789072, 0.7878787877389724]",9,17
1014,"[0.3715235729922129, 0.8116883115155396]",19,37
1015,"[0.5827466595501823, 0.8073593072903983]",10,20
1016,"[0.14063750743794018, 0.11038961027875661]",28,54
1017,"[0.07641468771896397, 0.8571428571867992]",29,58
1018,"[0.3243160033638399, 0.07792207789810954]",19,37
1019,"[0.12764516327852649, 0.13852813858805949]",30,60
1020,"[0.32587590566249836, 0.8192640691017833]",21,42
1021,"[0.2238870302349902, 0.8701298700160203]",25,48
1022,"[0.14244371010568532, 0.83658008646374]",28,55
1023,"[0.10822848463672598, 0.8820346318274054]",28,55
1024,"[0.5239834978692188, 0.04761904770693169]",7,13
1025,"[0.30231317091225696, 0.03787878777742159]",20,39
1026,"[0.6410582705569177, 0.10822510839688164]",6,11
1027,"[0.5862359146938374, 0.04220779231015718]",4,7
1028,"[0.6977073541197156, 0.7521645021510199]",7,13
1029,"[0.4217483220872079, 0.9058441557577698]",20,39
1030,"[0.6259928983432835, 0.7932900431357468]",8,14
1031,"[0.21282403892057303, 0.08225108212325087]",24,46
1032,"[0.20709755546691722, 0.10606060605361528]",24,47
1033,"[0.18142074259851027, 0.1320346320196518]",24,47
1034,"[0.6467026538826832, 0.06709956695076338]",2,3
1035,"[0.08698507829520778, 0.898268398171526]",30,58
1036,"[0.3578128527720957, 0.07142857132970185]",16,31
1037,"[0.7664251554760821, 0.7954545454790132]",4,6
1038,"[0.26826214568449414, 0.8214285714450497]",23,46
1039,"[0.6301389544517244, 0.05952380951831677]",3,4
1040,"[0.6711479649494086, 0.0790043289159456]",2,3
1041,"[0.14619979065039954, 0.032467532534444205]",27,54
1042,"[0.16785369758761695, 0.1071428573790456]",26,51
1043,"[0.8714312103556284, 0.8809523808095693]",4,7
1044,"[0.1329611461218992, 0.877705627602264]",28,55
1045,"[0.2712177500406146, 0.10497835503577924]",22,43
1046,"[0.12696783728176803, 0.12229437224393883]",28,55
1047,"[0.5043205188729156, 0.014069264154651435]",9,16
1048,"[0.43999507399407667, 0.06060606053615282]",12,22
1049,"[0.7200180620217189, 0.7954545454790132]",6,11
1050,"[0.29824921491712236, 0.12770562779451047]",23,45
1051,"[0.2320559922892045, 0.1093073594147177]",24,47
1052,"[0.417232815432429, 0.1168831168471643]",12,23
1053,"[0.34239855504409605, 0.03896103879525764]",19,34
1054,"[0.392028078241055, 0.06926406929402974]",14,27
1055,"[0.27727263397666335, 0.0790043289159456]",22,43
1056,"[0.8472116746406011, 0.7954545454790132]",2,3
1057,"[0.14829334373659253, 0.8290043287236992]",27,54
1058,"[0.3626157098599064, 0.09523809526006626]",17,34
1059,"[0.10311775209849487, 0.08874458869165856]",30,59
1060,"[0.42189199729643184, 0.07359307351917108]",12,23
1061,"[0.16266086492149565, 0.08441558446651723]",27,53
1062,"[0.34313745613677216, 0.7662337659980771]",20,39
1063,"[0.2696988978059012, 0.03571428574174949]",22,43
1064,"[0.4598633032955215, 0.03896103879525764]",11,22
1065,"[0.059112087195329004, 0.06277056272562205]",30,62
1066,"[0.3472629872132405, 0.001082251017836051]",17,34
1067,"[0.5181338642528955, 0.7976190475146853]",13,26
1068,"[0.8418546417332833, 0.8820346318274054]",5,8
1069,"[0.6816157303803736, 0.10606060605361528]",4,7
1070,"[0.6644773300979351, 0.06709956695076338]",2,4
1071,"[0.397426161197734, 0.08874458869165856]",15,29
1072,"[0.4121015578476414, 0.754329004186692]",17,34
1073,"[0.5776975021078689, 0.07359307351917108]",6,11
1074,"[0.8863118573106774, 0.8798701296379362]",3,6
1075,"[0.4347406662466216, 0.07683982688027349]",12,22
1076,"[0.2826091418520086, 0.825757575670191]",23,45
1077,"[0.5557767697695922, 0.7943722941535829]",11,21
1078,"[0.15695490651439628, 0.9437229435351914]",30,59
1079,"[0.4106648057262343, 0.07683982688027349]",14,26
1080,"[0.1191478007419192, 0.13528138522695707]",28,55
1081,"[0.22033619999541756, 0.08441558446651723]",24,47
1082,"[0.44059029987752885, 0.08982683970949462]",12,24
1083,"[0.21832474703711474, 0.9707792208266582]",28,55
1084,"[0.1834937706527307, 0.11471861465769508]",26,52
1085,"[0.42930153322599757, 0.8896103894136491]",20,39
1086,"[0.22858726216293818, 0.8571428571867992]",24,47
1087,"[0.3204162476099017, 0.0909090908811278]",20,38
1088,"[0.5747829478011096, 0.7835497836676281]",10,20
1089,"[0.08517887564204656, 0.11904761919043066]",29,57
1090,"[0.20151474723706922, 0.8290043287236992]",26,52
1091,"[0.6134315798115416, 0.814935064876642]",9,17
1092,"[0.46310625808467376, 0.08874458869165856]",12,22
1093,"[0.8587262166146625, 0.7943722941535829]",2,2
1094,"[0.3661460150675065, 0.003246753361102411]",17,32
1095,"[0.4055540731880032, 0.8235930734807217]",17,34
1096,"[0.11769052360312347, 0.04220779231015718]",28,55
1097,"[0.5239834978692188, 0.0790043289159456]",9,16
1098,"[0.47825373042619806, 0.012987013136815386]",9,17
1099,"[0.655364216660487, 0.02489177494820046]",2,3
1100,"[0.324870179183347, 0.09956709948520759]",20,39
1101,"[0.40965907924708295, 0.1266233767766744]",17,34
1102,"[0.38679419552557254, 0.08874458869165856]",16,31
1103,"[0.33837564909832263, 0.8538961039794939]",20,39
1104,"[0.42119414626770085, 0.8398268395172482]",17,33
1105,"[0.028057716387631715, 0.15692640696785226]",30,60
1106,"[0.24092280535756594, 0.8333333332564348]",24,47
1107,"[0.23443689579384538, 0.03571428574174949]",25,48
1108,"[0.5605385767934579, 0.08116883110541483]",6,10
1109,"[0.4371010447192899, 0.08658008665598646]",12,26
1110,"[0.6108659510337318, 0.11255411262202297]",3,6
1111,"[0.4593912276039046, 0.9015151512250342]",20,39
1112,"[0.2686931713267498, 0.00216450234326636]",22,42
1113,"[0.5437285769934124, 0.08225108212325087]",7,14
1114,"[0.5525543400124125, 0.8560606058613689]",14,28
1115,"[0.22086985078295207, 0.12987012967638545]",23,46
1116,"[0.21820159684527946, 0.11147186129659267]",25,48
1117,"[0.3044272490304225, 0.8214285714450497]",22,43
1118,"[0.28377906857235646, 0.12770562779451047]",24,47
1119,"[0.371564623056158, 0.08549783563815042]",16,30
1120,"[0.606576219701483, 0.061688311707786]",4,6
1121,"[0.12003037704381923, 0.11363636363985903]",28,55
1122,"[0.4485540116120177, 0.7781385281170564]",17,33
1123,"[0.3198620718049786, 0.07792207789810954]",19,37
1124,"[0.3685269185721473, 0.08874458869165856]",17,33
1125,"[0.442027051984352, 0.8030303030652569]",15,29
1126,"[0.6046468668564865, 0.041125541138524]",4,6
1127,"[0.21144886189508358, 0.11038961027875661]",25,49
1128,"[0.33751359782839513, 0.03896103879525764]",19,37
1129,"[0.028427166933969763, 0.9123376620185832]",30,60
1130,"[0.4976293590040535, 0.11904761919043066]",12,23
1131,"[0.39397795611802405, 0.006493506260813435]",15,29
1132,"[0.2495022680220634, 0.8495670994467583]",24,47
1133,"[0.21142833686311105, 0.8387445884994121]",25,49
1134,"[0.1592331848737583, 0.12445887443340806]",26,52
1135,"[0.4718704460077563, 0.9004329002071981]",18,34
1136,"[0.7532480860434994, 0.8344155842742709]",7,14
1137,"[0.7426161203567541, 0.7218614719598421]",4,7
1138,"[0.46704706388797307, 0.08333333344868118]",11,22
1139,"[0.02526631227270772, 0.1255411254512441]",31,60
1140,"[0.6006239609252969, 0.051948051932073025]",4,6
1141,"[0.3961125592681622, 0.1255411254512441]",18,34
1142,"[0.6352907370539006, 0.8116883115155396]",7,14
1143,"[0.26719484410942507, 0.7889610389106055]",24,46
1144,"[0.3414544036462784, 0.09848484846737154]",19,37
1145,"[0.46376305904945964, 0.08441558446651723]",11,22
1146,"[0.5736540711447068, 0.08008658008757877]",6,11
1147,"[0.43476119127859414, 0.7813852813243617]",17,32
1148,"[0.8568584388655837, 0.7673160173235074]",2,2
1149,"[0.5312698836215332, 0.01623376619032354]",7,13
1150,"[0.11313396686981553, 0.11471861465769508]",28,55
1151,"[0.6022249132879005, 0.0703463203118658]",4,7
1152,"[0.07711253874769496, 0.8939393936387905]",29,57
1153,"[0.03840233164134532, 0.14177489164156765]",31,61
1154,"[0.051784651379069596, 0.06385281405105236]",30,60
1155,"[0.14751339257997134, 0.11038961027875661]",28,55
1156,"[0.55341639128234, 0.7954545454790132]",11,20
1157,"[0.5874263664607418, 0.0790043289159456]",6,11
1158,"[0.6756839966361601, 0.032467532534444205]",2,2
1159,"[0.08491205024098733, 0.8917748917569155]",28,55
1160,"[0.472116746376843, 0.07251082250133503]",11,20
1161,"[0.23650992384806582, 0.825757575670191]",25,48
1162,"[0.2656965169066842, 0.08008658008757877]",22,43
1163,"[0.4149750620904556, 0.09199134189896385]",14,27
1164,"[0.7239793928715748, 0.10497835503577924]",3,4
1165,"[0.4149955871224282, 0.06709956695076338]",13,26
1166,"[0.3973030110204826, 0.06818181796859943]",14,27
1167,"[0.5720531187821033, 0.01948051939762882]",6,11
1168,"[0.36343671106588876, 0.03896103879525764]",17,34
1169,"[0.3123704357475227, 0.0]",19,37
1170,"[0.5241476981249993, 0.7911255409462776]",12,23
1171,"[0.6008702612797997, 0.7857142857033002]",9,17
1172,"[0.39783666180801713, 0.07359307351917108]",14,27
1173,"[0.17655631042936581, 0.041125541138524]",26,51
1174,"[0.03275794831557969, 0.11580086582932826]",31,62
1175,"[0.17397015660499948, 0.8625541124297765]",26,51
1176,"[0.6321914574885562, 0.0790043289159456]",3,6
1177,"[0.1265162866075398, 0.048701298570970615]",28,55
1178,"[0.21343978982141384, 0.1093073594147177]",25,49
1179,"[0.4091254284595484, 0.9069264067756059]",20,40
1180,"[0.6139447055671036, 0.041125541138524]",4,6
1181,"[0.4861353420473806, 0.08658008665598646]",11,20
1182,"[0.6748219453662326, 0.774891774755954]",6,11
1183,"[0.27154615053759146, 0.8279220777058631]",23,45
1184,"[0.2658196670839356, 0.09523809526006626]",20,39
1185,"[0.7561010652397572, 0.7207792206344118]",3,5
1186,"[0.14104800804822332, 0.8755411255665919]",27,53
1187,"[0.5555920444964232, 0.07575757586243743]",7,13
1188,"[0.19722501590482047, 0.08333333344868118]",25,49
1189,"[0.6497198333347214, 0.773809523738118]",7,14
1190,"[0.1974507912419346, 0.8625541124297765]",25,49
1191,"[0.23269226822201788, 0.9653679652760866]",27,54
1192,"[0.6889636912140217, 0.08008658008757877]",2,2
1193,"[0.19254530900884506, 0.876623376584428]",26,51
1194,"[0.5590402495907171, 0.04545454567125959]",6,11
1195,"[0.10196835041011953, 0.10064935050304365]",28,55
1196,"[0.41725334044981766, 0.825757575670191]",18,34
1197,"[0.4971572833124366, 0.08441558446651723]",9,17
1198,"[0.10508815500743648, 0.1255411254512441]",30,58
1199,"[0.32780525850749487, 0.8538961039794939]",20,39
1200,"[0.1616756634743168, 0.865800865790879]",28,55
1201,"[0.3225919008239849, 0.9296536795343371]",24,47
1202,"[0.16307136553177878, 0.83658008646374]",26,52
1203,"[0.2134603148533864, 0.8722943720516924]",25,49
1204,"[0.6802200283229116, 0.04004329012068795]",2,2
1205,"[0.15373247675721657, 0.08441558446651723]",27,54
1206,"[0.38223763880684847, 0.7597402597372637]",19,37
1207,"[0.6483036062452868, 0.10822510839688164]",6,11
1208,"[0.24008127911961102, 0.9621212119149841]",27,52
1209,"[0.6542148149721116, 0.11363636363985903]",2,2
1210,"[0.48685371810808414, 0.012987013136815386]",9,17
1211,"[0.5633299809083818, 0.05519480513937831]",6,11
1212,"[0.4672317891611421, 0.07575757586243743]",10,20
1213,"[0.4682990907362111, 0.8116883115155396]",15,28
1214,"[0.2031156995996728, 0.1320346320196518]",28,54
1215,"[0.52388087272394, 0.08333333344868118]",9,17
1216,"[0.6829909074058631, 0.08008658008757877]",2,2
1217,"[0.5887604934222861, 0.051948051932073025]",6,10
1218,"[0.08528150078732538, 0.11904761919043066]",30,59
1219,"[0.5961700293518517, 0.07251082250133503]",4,7
1220,"[0.3582028283504063, 0.07792207789810954]",17,33
1221,"[0.8095071940279868, 0.7987012985325214]",2,3
1222,"[0.40097699143730664, 0.9004329002071981]",20,40
1223,"[0.1293487407864089, 0.8885281383958131]",28,55
1224,"[0.17657683544675445, 0.02380952393036441]",26,51
1225,"[0.8623796720140979, 0.7175324674271065]",8,2
1226,"[0.5365242913689883, 0.05627705615721436]",6,11
1227,"[0.6210874161101939, 0.06926406929402974]",4,6
1228,"[0.3476529627915511, 0.9188311688945852]",23,46
1229,"[0.6615012007098421, 0.7770562767916261]",6,12
1230,"[0.5483672338400266, 0.07792207789810954]",6,12
1231,"[0.8118470474686825, 0.7662337659980771]",2,3
1232,"[0.3649760883471586, 0.9123376620185832]",22,43
1233,"[0.6045442416966237, 0.06060606053615282]",3,6
1234,"[0.45352106894102484, 0.07251082250133503]",11,21
1235,"[0.33490691898664016, 0.07359307351917108]",19,34
1236,"[0.07204285625882503, 0.8820346318274054]",30,58
1237,"[0.44565998235181487, 0.07251082250133503]",11,22
1238,"[0.6323556577297527, 0.05844155850048072]",2,4
1239,"[0.5528416904454443, 0.7878787877389724]",11,21
1240,"[0.7328872560038813, 0.7943722941535829]",4,7
1241,"[0.18644937500885117, 0.8603896102403074]",26,52
1242,"[0.781080027094017, 0.8333333332564348]",6,14
1243,"[0.34816608854711306, 0.8127705625333757]",20,39
1244,"[0.46495351080178005, 0.05627705615721436]",11,20
1245,"[0.04971162332484915, 0.15259740243511666]",30,60
1246,"[0.6664682580388492, 0.032467532534444205]",2,2
1247,"[0.5447958785684813, 0.07792207789810954]",7,14
1248,"[0.05593070750209441, 0.10064935050304365]",30,59
1249,"[0.03378419984128755, 0.12445887443340806]",31,61
1250,"[0.6084029474012007, 0.0703463203118658]",4,7
1251,"[0.2928511319604434, 0.0930735929167999]",20,40
1252,"[0.5342665380415987, 0.0790043289159456]",7,14
1253,"[0.3191642207616637, 0.9155844153796856]",25,48
1254,"[0.40268056895977294, 0.07792207789810954]",14,27
1255,"[0.6365222388701661, 0.050865800914236974]",2,4
1256,"[0.44746618501956, 0.8008658007219905]",15,29
1257,"[0.6682334106426493, 0.1071428573790456]",5,9
1258,"[0.5953490281458693, 0.061688311707786]",4,7
1259,"[0.4624289320879153, 0.07251082250133503]",11,20
1260,"[0.6621785267066005, 0.057359307482644666]",2,3
1261,"[0.6698959381011705, 0.8852813851885077]",11,20
1262,"[0.19909279366848326, 0.8571428571867992]",26,51
1263,"[0.6118511524809106, 0.7467532466004483]",9,17
1264,"[0.570164815986468, 0.8084415583082343]",11,21
1265,"[0.007327435816259402, 0.9188311688945852]",30,60
1266,"[0.16309189056375134, 0.11147186129659267]",26,54
1267,"[0.48042938364028126, 0.0703463203118658]",9,17
1268,"[0.5428254756741236, 0.7889610389106055]",12,22
1269,"[0.3827507645624105, 0.09523809526006626]",16,32
1270,"[0.33646682128529865, 0.816017315894478]",20,39
1271,"[0.4192442683907318, 0.09199134189896385]",14,26
1272,"[0.26126311036521155, 0.8506493503107972]",23,44
1273,"[0.42599700334092766, 0.8192640691017833]",17,33
1274,"[0.2367972742810976, 0.08116883110541483]",23,46
1275,"[0.04681759406464632, 0.13961038960589553]",31,61
1276,"[0.515506660379168, 0.7922077922717079]",12,23
1277,"[0.37472547771742004, 0.8311688309131684]",20,39
1278,"[0.4468914841680804, 0.9025974025504645]",19,37
1279,"[0.5786211284591302, 0.8506493503107972]",14,26
1280,"[0.2424621826388358, 0.08333333344868118]",23,45
1281,"[0.30978428193774027, 0.09199134189896385]",20,39
1282,"[0.2521089468638184, 0.1071428573790456]",23,44
1283,"[0.32232507543750966, 0.12012987020826672]",18,34
1284,"[0.5923318486938313, 0.11255411262202297]",8,14
1285,"[0.6849202602508596, 0.050865800914236974]",2,2
1286,"[0.2951294103198054, 0.0]",20,39
1287,"[0.45752344985482574, 0.8138528138588059]",15,29
1288,"[0.7296443012293129, 0.8030303030652569]",4,8
1289,"[0.36212310913631696, 0.07359307351917108]",16,31
1290,"[0.18158494283970672, 0.865800865790879]",26,52
1291,"[0.3906939512795107, 0.8084415583082343]",19,37
1292,"[0.6382668664419936, 0.7380952379963686]",7,14
1293,"[0.7444428480564718, 0.7932900431357468]",5,9
1294,"[0.3472629872132405, 0.03896103879525764]",18,34
1295,"[0.3614868331889197, 0.08658008665598646]",17,33
1296,"[0.261242585333239, 0.08008658008757877]",22,42
1297,"[0.8147000266795241, 0.7164502164092704]",2,4
1298,"[0.3293446357887647, 0.814935064876642]",21,42
1299,"[0.35225056957422024, 0.09632034643169944]",18,34
1300,"[0.9086636152766259, 0.835497835445904]",4,6
1301,"[0.5802836559176513, 0.7943722941535829]",10,19
1302,"[0.3794872847412857, 0.08874458869165856]",16,32
1303,"[0.06910777693467711, 0.12121212122610277]",30,59
1304,"[0.48991194762406737, 0.8073593072903983]",14,26
1305,"[0.13700457708506125, 0.11363636363985903]",28,54
1306,"[0.44407955502118385, 0.8225108224628858]",17,32
1307,"[0.7582767184538404, 0.7575757573939973]",4,6
1308,"[0.6732825680849628, 0.7499999998077536]",6,11
1309,"[0.7812647523671861, 0.7922077922717079]",4,7
1310,"[0.24552041214023507, 0.10822510839688164]",24,48
1311,"[0.1539993021582758, 0.09199134189896385]",26,51
1312,"[0.3328133659004472, 0.83658008646374]",21,42
1313,"[0.03663717903754528, 0.8733766233771227]",30,58
1314,"[0.48016255823922205, 0.08333333344868118]",11,20
1315,"[0.12626998625303704, 0.04004329012068795]",28,55
1316,"[0.28667309784714323, 0.8116883115155396]",23,45
1317,"[0.7284948995263536, 0.7683982683413435]",6,11
1318,"[0.2044703515931897, 0.11147186129659267]",25,49
1319,"[0.05266722768096962, 0.8582251082046353]",30,60
1320,"[0.6244945711259587, 0.050865800914236974]",4,4
1321,"[0.5086923503184706, 0.08441558446651723]",9,17
1322,"[0.22823833664857265, 0.03571428574174949]",24,48
1323,"[0.1895076045248344, 0.1093073594147177]",25,48
1324,"[0.27776523470025277, 0.0790043289159456]",20,39
1325,"[0.6008292112158546, 0.11255411262202297]",7,14
1326,"[0.42755690565417004, 0.008658008604079795]",12,23
1327,"[0.16069046202713794, 0.13311688303748784]",30,58
1328,"[0.5869132406905958, 0.7824675323421978]",9,17
1329,"[0.8600398185588183, 0.7662337659980771]",2,2
1330,"[0.8411773157365249, 0.7911255409462776]",2,4
1331,"[0.11032203772291897, 0.8419913418605146]",29,57
1332,"[0.2986597155274055, 0.0790043289159456]",20,39
1333,"[0.19747131627390715, 0.11255411262202297]",26,52
1334,"[0.18107181708414474, 0.11904761919043066]",25,50
1335,"[0.756757866219127, 0.7932900431357468]",4,6
1336,"[0.47860265594056356, 0.08658008665598646]",11,21
1337,"[0.20498347734875166, 0.08225108212325087]",25,49
1338,"[0.0772151638929738, 0.12012987020826672]",30,59
1339,"[0.3016768949794436, 0.8181818179301501]",22,44
1340,"[0.0636070688181354, 0.8560606058613689]",30,59
1341,"[0.2469571642616422, 0.12987012967638545]",26,51
1342,"[0.7632437757828475, 0.10389610386414605]",4,6
1343,"[0.12688573715387785, 0.08766233767382252]",28,56
1344,"[0.7219063648173543, 0.7932900431357468]",6,11
1345,"[0.532439810341881, 0.06601731608672447]",7,12
1346,"[0.052646702663580985, 0.8538961039794939]",30,59
1347,"[0.29654563740923995, 0.8430735930321478]",22,42
1348,"[0.13991913137723663, 0.8852813851885077]",27,54
1349,"[0.08386527369789083, 0.054112554121542256]",29,58
1350,"[0.6917550953435295, 0.8062770561187651]",6,11
1351,"[0.5071119229878396, 0.06818181796859943]",9,16
1352,"[0.05929681246849802, 0.12229437224393883]",30,59
1353,"[0.4314771864254968, 0.8246753246523549]",17,34
1354,"[0.13390529751971683, 0.04761904770693169]",28,55
1355,"[0.02261858336700765, 0.9188311688945852]",31,61
1356,"[0.33913507522297126, 0.07792207789810954]",17,34
1357,"[0.23468319616293204, 0.10389610386414605]",22,44
1358,"[0.22864883725885582, 0.825757575670191]",25,48
1359,"[0.4492518626407487, 0.08549783563815042]",12,23
1360,"[0.275055930713219, 0.09523809526006626]",22,42
1361,"[0.5520412142568506, 0.7467532466004483]",11,22
1362,"[0.6254181974918038, 0.11038961027875661]",5,9
1363,"[0.3330801913015064, 0.8030303030652569]",21,42
1364,"[0.33529689456495076, 0.08982683970949462]",19,37
1365,"[0.4485540116120177, 0.8831168828452415]",19,38
1366,"[0.6957164261788015, 0.06385281405105236]",2,2
1367,"[0.2508979700795254, 0.005411255242977384]",23,45
1368,"[0.1412122082894198, 0.04653679668909564]",28,55
1369,"[0.08887338109084311, 0.05519480513937831]",29,57
1370,"[0.4199421194194628, 0.04004329012068795]",14,26
1371,"[0.5690154142980925, 0.0790043289159456]",6,11
1372,"[0.12130292892402986, 0.8387445884994121]",28,55
1373,"[0.0375608054033904, 0.13852813858805949]",30,60
1374,"[0.4898708975601223, 0.08549783563815042]",10,20
1375,"[0.41033640524384135, 0.8971861473074871]",20,39
1376,"[0.42903470782493836, 0.08658008665598646]",14,26
1377,"[0.2050861025086144, 0.9761904760696356]",28,55
1378,"[0.789310564229565, 0.7976190475146853]",3,6
1379,"[0.43433016563633847, 0.9036796535683006]",19,37
1380,"[0.37098992220467836, 0.07251082250133503]",16,30
1381,"[0.49871718561109507, 0.8679653678265511]",17,33
1382,"[0.6122411280592212, 0.7835497836676281]",9,16
1383,"[0.13029289218422657, 0.835497835445904]",28,54
1384,"[0.5413887235527166, 0.04653679668909564]",7,13
1385,"[0.40089489132400036, 0.08874458869165856]",15,29
1386,"[0.9310358982745468, 0.8820346318274054]",2,4
1387,"[0.07735883910219772, 0.8495670994467583]",30,59
1388,"[0.5201042671472533, 0.08333333344868118]",9,17
1389,"[0.24217483220580402, 0.09848484846737154]",23,45
1390,"[0.790336815740689, 0.7976190475146853]",3,6
1391,"[0.2774778842818049, 0.10497835503577924]",22,42
1392,"[0.9012335543150876, 0.8809523808095693]",3,4
1393,"[0.3574639272577302, 0.8116883115155396]",20,39
1394,"[0.16641694546620986, 0.027056276983872564]",26,51
1395,"[0.5768354508379414, 0.054112554121542256]",5,9
1396,"[0.6733441431808804, 0.8376623374815761]",9,17
1397,"[0.5063319718458024, 0.06818181796859943]",9,17
1398,"[0.4737382237714191, 0.8322510822385987]",15,28
1399,"[0.4164118141972788, 0.1266233767766744]",17,32
1400,"[0.05558178198772891, 0.11038961027875661]",30,60
1401,"[0.35688922640625054, 0.08874458869165856]",17,34
1402,"[0.7671435315367856, 0.8344155842742709]",7,13
1403,"[0.6857412614714259, 0.08549783563815042]",2,2
1404,"[0.460212228809887, 0.11580086582932826]",10,19
1405,"[0.18197491841801733, 0.9859307356915514]",29,57
1406,"[0.2378851008881392, 0.8517316016362275]",24,48
1407,"[0.11200509021341275, 0.8679653678265511]",28,55
1408,"[0.4785205558126734, 0.03896103879525764]",11,20
1409,"[0.307567578659712, 0.03787878777742159]",20,39
1410,"[0.33759569795628536, 0.0]",17,34
1411,"[0.5712731676254821, 0.7943722941535829]",11,20
1412,"[0.11370866772129515, 0.09740259744953549]",28,55
1413,"[0.5396646209982777, 0.08225108212325087]",7,14
1414,"[0.6651751811266661, 0.11363636363985903]",2,2
1415,"[0.22086985078295207, 0.8582251082046353]",24,48
1416,"[0.05925576240455293, 0.06385281405105236]",30,59
1417,"[0.5636994314547199, 0.7467532466004483]",11,21
1418,"[0.264218714721332, 0.9242424241375625]",26,52
1419,"[0.38476221752071327, 0.005411255242977384]",15,29
1420,"[0.4259559532915665, 0.1168831168471643]",12,22
1421,"[0.19338683524679998, 0.08766233767382252]",25,49
1422,"[0.3806366864442449, 0.06926406929402974]",15,29
1423,"[0.47642700272648036, 0.772727272874079]",15,28
1424,"[0.6153609326565381, 0.8896103894136491]",12,22
1425,"[0.25235524723290503, 0.03571428574174949]",23,44
1426,"[0.855729562194597, 0.7499999998077536]",2,2
1427,"[0.45666139857031435, 0.8203463201196194]",17,32
1428,"[0.4430533035100599, 0.123376623415572]",15,29
1429,"[0.3778452823293209, 0.09523809526006626]",17,32
1430,"[0.5921676484526348, 0.0790043289159456]",5,9
1431,"[0.08236694649515, 0.14393939383103688]",29,57
1432,"[0.25069271977438384, 0.8322510822385987]",24,47
1433,"[0.07865191601438089, 0.10606060605361528]",29,57
1434,"[0.20239732353896925, 0.08658008665598646]",25,49
1435,"[0.027811416018545046, 0.8614718612581433]",30,60
1436,"[0.702900186771253, 0.7272727272028194]",4,8
1437,"[0.3941626813911931, 0.8084415583082343]",18,34
1438,"[0.5277806284778782, 0.08333333344868118]",8,16
1439,"[0.27657478294793236, 0.7857142857033002]",23,45
1440,"[0.5627758050888748, 0.7846320346854642]",11,21
1441,"[0.7119312000953948, 0.8841991341706718]",8,6
1442,"[0.2131113893390209, 0.8593073592224713]",25,48
1443,"[0.6898667925478942, 0.7294372295460858]",6,11
1444,"[0.18413004660012797, 0.08874458869165856]",25,49
1445,"[0.4478561605832867, 0.03896103879525764]",12,22
1446,"[0.6769770735337594, 0.7326839824457969]",7,14
1447,"[0.6525317624816179, 0.06709956695076338]",2,3
1448,"[0.6820878060719905, 0.7932900431357468]",6,11
1449,"[0.2311323659233594, 0.8344155842742709]",24,47
1450,"[0.5055314956572086, 0.03787878777742159]",9,17
1451,"[0.3520247942371061, 0.11904761919043066]",16,31
1452,"[0.04291783831070818, 0.0703463203118658]",31,60
1453,"[0.5395004207570813, 0.07792207789810954]",7,14
1454,"[0.1265162866075398, 0.8398268395172482]",28,55
1455,"[0.06728104924954333, 0.06060606053615282]",30,60
1456,"[0.5586297489804339, 0.07792207789810954]",6,11
1457,"[0.1338026723598541, 0.11147186129659267]",28,54
1458,"[0.19049280597201323, 0.11363636363985903]",26,51
1459,"[0.4692432421340288, 0.8192640691017833]",15,30
1460,"[0.4210299460265044, 0.7846320346854642]",18,34
1461,"[1.0, 0.8409090908426785]",2,2
1462,"[0.7093655713175849, 0.10497835503577924]",4,7
1463,"[0.27610270725631547, 0.0930735929167999]",20,39
1464,"[0.19000020524842381, 0.04004329012068795]",26,51
1465,"[0.3070955029680951, 0.8571428571867992]",22,43
1466,"[0.2546130005602945, 0.12987012967638545]",25,49
1467,"[0.7397631411459124, 0.8333333332564348]",9,16
1468,"[0.3897292748497204, 0.04004329012068795]",15,29
1469,"[0.4751544508462697, 0.7997835497041546]",15,29
1470,"[0.09330678763231579, 0.1406926406237316]",29,57
1471,"[0.3145050388976608, 0.0930735929167999]",19,37
1472,"[0.4111368814324351, 0.0075757575862437435]",14,26
1473,"[0.3072186531453465, 0.07792207789810954]",20,39
1474,"[0.6578682703569632, 0.7997835497041546]",7,13
1475,"[0.4202089448059381, 0.0790043289159456]",13,26
1476,"[0.6726462921521494, 0.7932900431357468]",6,11
1477,"[0.12692678721782294, 0.11255411262202297]",28,55
1478,"[0.2795098622866642, 0.9220779219480933]",26,52
1479,"[0.1026046263429329, 0.13636363624479314]",28,55
1480,"[0.2957862112845913, 0.10281385284631]",20,39
1481,"[0.4794441821785185, 0.7965367964968493]",14,27
1482,"[0.25231419716896, 0.8235930734807217]",24,47
1483,"[0.3681985180897544, 0.7932900431357468]",20,39
1484,"[0.3740481517206616, 0.8106060606515006]",19,37
1485,"[0.42550440261733824, 0.804112554083093]",16,32
