index,unit1_rgb,unit1_beam_32,unit1_beam_64
527,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3649_03_27_45.jpg,12,22
528,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1028_03_22_10.jpg,17,34
529,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9851_03_41_03.jpg,30,59
530,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6284_03_33_22.jpg,6,11
531,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2861_03_26_04.jpg,12,23
532,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2021_03_24_17.jpg,10,19
533,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3629_03_27_42.jpg,20,39
534,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8600_03_38_20.jpg,12,23
535,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9270_03_39_48.jpg,26,51
536,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3648_03_27_44.jpg,12,23
537,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6853_03_34_35.jpg,5,9
538,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9260_03_39_46.jpg,30,60
539,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7814_03_36_38.jpg,4,6
540,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_662_03_21_22.jpg,24,47
541,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_675_03_21_24.jpg,28,55
542,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7811_03_36_38.jpg,2,3
543,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3647_03_27_44.jpg,13,26
544,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2516_03_25_20.jpg,3,6
545,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_669_03_21_23.jpg,26,51
546,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2007_03_24_15.jpg,2,2
547,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2571_03_25_27.jpg,15,29
548,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6547_03_33_56.jpg,28,54
549,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6827_03_34_32.jpg,20,38
550,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6478_03_33_47.jpg,6,11
551,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4100_03_28_42.jpg,19,38
552,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4138_03_28_47.jpg,2,2
553,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7860_03_36_44.jpg,26,51
554,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2817_03_25_58.jpg,28,54
555,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9475_03_40_14.jpg,5,8
556,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9915_03_41_11.jpg,6,11
557,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2627_03_25_34.jpg,30,59
558,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2565_03_25_26.jpg,14,27
559,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7837_03_36_41.jpg,15,29
560,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3675_03_27_48.jpg,2,2
561,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4354_03_29_15.jpg,22,43
562,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9506_03_40_18.jpg,15,29
563,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8597_03_38_20.jpg,11,22
564,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6492_03_33_49.jpg,11,22
565,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3612_03_27_40.jpg,26,51
566,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9507_03_40_18.jpg,15,29
567,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8118_03_37_17.jpg,6,11
568,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7813_03_36_38.jpg,3,5
569,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4308_03_29_09.jpg,2,2
570,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8045_03_37_08.jpg,30,59
571,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_634_03_21_19.jpg,15,29
572,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6509_03_33_51.jpg,17,32
573,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9502_03_40_18.jpg,14,27
574,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4371_03_29_17.jpg,28,55
575,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4132_03_28_46.jpg,4,7
576,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8123_03_37_18.jpg,4,7
577,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8592_03_38_19.jpg,9,16
578,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2613_03_25_32.jpg,26,51
579,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8580_03_38_17.jpg,3,6
580,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2528_03_25_21.jpg,6,11
581,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4309_03_29_09.jpg,2,2
582,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5359_03_31_23.jpg,13,26
583,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6477_03_33_47.jpg,6,11
584,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2579_03_25_28.jpg,17,34
585,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1031_03_22_10.jpg,15,29
586,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6552_03_33_56.jpg,28,55
587,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_649_03_21_21.jpg,20,39
588,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1032_03_22_10.jpg,15,29
589,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2607_03_25_31.jpg,25,48
590,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5948_03_32_39.jpg,26,52
591,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6828_03_34_32.jpg,19,37
592,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6803_03_34_28.jpg,28,55
593,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2572_03_25_27.jpg,15,29
594,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9534_03_40_22.jpg,26,51
595,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2554_03_25_25.jpg,12,22
596,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7850_03_36_43.jpg,22,43
597,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8082_03_37_13.jpg,21,41
598,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8105_03_37_16.jpg,11,22
599,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9516_03_40_19.jpg,20,38
600,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5896_03_32_32.jpg,4,6
601,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9305_03_39_52.jpg,7,13
602,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8590_03_38_19.jpg,8,14
603,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6820_03_34_31.jpg,23,44
604,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5331_03_31_20.jpg,2,2
605,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2837_03_26_01.jpg,20,39
606,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2870_03_26_05.jpg,9,17
607,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6808_03_34_29.jpg,28,55
608,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9275_03_39_48.jpg,23,44
609,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6471_03_33_46.jpg,2,4
610,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5335_03_31_20.jpg,2,3
611,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7861_03_36_44.jpg,27,52
612,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5339_03_31_21.jpg,4,7
613,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6265_03_33_20.jpg,14,26
614,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9319_03_39_54.jpg,2,3
615,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6499_03_33_50.jpg,14,26
616,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_638_03_21_19.jpg,17,34
617,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6818_03_34_30.jpg,24,46
618,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2568_03_25_26.jpg,15,29
619,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_575_03_21_11.jpg,2,4
620,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9494_03_40_17.jpg,11,21
621,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9876_03_41_06.jpg,23,44
622,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8129_03_37_19.jpg,2,3
623,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1054_03_22_13.jpg,7,14
624,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5887_03_32_31.jpg,2,3
625,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3605_03_27_39.jpg,29,58
626,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9503_03_40_18.jpg,15,29
627,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5394_03_31_28.jpg,29,57
628,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4133_03_28_46.jpg,2,4
629,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9302_03_39_52.jpg,7,13
630,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9541_03_40_23.jpg,30,59
631,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1008_03_22_07.jpg,23,46
632,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6540_03_33_55.jpg,25,49
633,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_681_03_21_25.jpg,30,59
634,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2614_03_25_32.jpg,27,53
635,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8047_03_37_08.jpg,30,59
636,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9902_03_41_09.jpg,11,22
637,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_579_03_21_12.jpg,4,7
638,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1073_03_22_15.jpg,2,2
639,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_595_03_21_14.jpg,7,13
640,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3603_03_27_39.jpg,30,59
641,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8636_03_38_25.jpg,29,57
642,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9288_03_39_50.jpg,15,29
643,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2555_03_25_25.jpg,12,23
644,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5390_03_31_27.jpg,28,55
645,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8113_03_37_17.jpg,7,13
646,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5400_03_31_29.jpg,30,59
647,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2610_03_25_32.jpg,25,49
648,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3634_03_27_43.jpg,19,37
649,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2606_03_25_31.jpg,25,49
650,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8046_03_37_08.jpg,30,59
651,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6473_03_33_46.jpg,4,7
652,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9471_03_40_14.jpg,3,5
653,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6857_03_34_35.jpg,2,3
654,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8088_03_37_13.jpg,19,38
655,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_642_03_21_20.jpg,19,37
656,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2549_03_25_24.jpg,11,21
657,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5949_03_32_39.jpg,26,51
658,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2846_03_26_02.jpg,17,33
659,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9463_03_40_13.jpg,2,3
660,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9849_03_41_03.jpg,30,58
661,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6841_03_34_33.jpg,11,21
662,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7862_03_36_44.jpg,28,54
663,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2035_03_24_18.jpg,19,37
664,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6824_03_34_31.jpg,20,39
665,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4364_03_29_16.jpg,25,49
666,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9864_03_41_05.jpg,26,52
667,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9921_03_41_12.jpg,3,6
668,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3628_03_27_42.jpg,22,42
669,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9862_03_41_04.jpg,26,51
670,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6291_03_33_23.jpg,3,4
671,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8596_03_38_19.jpg,11,21
672,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9271_03_39_48.jpg,26,51
673,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9869_03_41_05.jpg,25,49
674,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1025_03_22_09.jpg,19,34
675,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8077_03_37_12.jpg,23,45
676,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5940_03_32_38.jpg,23,44
677,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2526_03_25_21.jpg,6,10
678,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_619_03_21_17.jpg,12,22
679,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6858_03_34_36.jpg,3,6
680,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9476_03_40_14.jpg,6,11
681,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7817_03_36_39.jpg,5,9
682,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8079_03_37_12.jpg,22,43
683,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2885_03_26_07.jpg,3,4
684,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6848_03_34_34.jpg,7,14
685,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5379_03_31_26.jpg,23,45
686,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3621_03_27_41.jpg,24,48
687,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6494_03_33_49.jpg,12,22
688,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8067_03_37_11.jpg,26,51
689,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2880_03_26_06.jpg,5,9
690,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8108_03_37_16.jpg,9,17
691,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1294_03_22_44.jpg,19,34
692,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6822_03_34_31.jpg,22,42
693,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5370_03_31_25.jpg,19,37
694,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8128_03_37_19.jpg,2,2
695,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9308_03_39_53.jpg,6,11
696,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6221_03_33_14.jpg,30,58
697,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_671_03_21_23.jpg,28,54
698,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_593_03_21_14.jpg,7,13
699,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9904_03_41_10.jpg,11,20
700,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_685_03_21_25.jpg,30,59
701,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1011_03_22_07.jpg,23,45
702,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3636_03_27_43.jpg,18,34
703,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5364_03_31_24.jpg,15,29
704,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7815_03_36_38.jpg,4,7
705,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1301_03_22_45.jpg,22,43
706,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6229_03_33_15.jpg,28,55
707,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5941_03_32_38.jpg,24,47
708,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2854_03_26_03.jpg,14,27
709,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1287_03_22_43.jpg,15,29
710,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9874_03_41_06.jpg,24,46
711,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_582_03_21_12.jpg,4,7
712,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2030_03_24_18.jpg,15,29
713,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_587_03_21_13.jpg,6,11
714,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9868_03_41_05.jpg,25,49
715,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5953_03_32_39.jpg,28,55
716,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2841_03_26_01.jpg,19,37
717,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7866_03_36_45.jpg,28,55
718,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9303_03_39_52.jpg,8,14
719,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2630_03_25_34.jpg,31,62
720,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9539_03_40_23.jpg,28,55
721,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2564_03_25_26.jpg,14,27
722,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9287_03_39_50.jpg,16,31
723,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2844_03_26_02.jpg,17,33
724,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8588_03_38_18.jpg,7,13
725,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8091_03_37_14.jpg,19,34
726,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6861_03_34_36.jpg,2,3
727,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8587_03_38_18.jpg,7,13
728,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6533_03_33_54.jpg,23,45
729,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4346_03_29_14.jpg,17,34
730,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2889_03_26_07.jpg,2,2
731,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1296_03_22_44.jpg,19,38
732,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1040_03_22_11.jpg,12,22
733,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9489_03_40_16.jpg,9,17
734,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1002_03_22_06.jpg,25,49
735,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6527_03_33_53.jpg,22,42
736,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9540_03_40_23.jpg,29,57
737,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7825_03_36_40.jpg,9,16
738,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1057_03_22_13.jpg,6,11
739,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5905_03_32_33.jpg,7,14
740,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9923_03_41_12.jpg,3,6
741,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7809_03_36_38.jpg,2,3
742,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3653_03_27_45.jpg,10,20
743,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5337_03_31_20.jpg,3,4
744,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9899_03_41_09.jpg,12,26
745,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5372_03_31_25.jpg,20,39
746,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2541_03_25_23.jpg,9,17
747,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2042_03_24_19.jpg,23,45
748,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_599_03_21_14.jpg,8,14
749,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4092_03_28_41.jpg,23,44
750,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5344_03_31_21.jpg,6,11
751,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1319_03_22_47.jpg,30,59
752,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8096_03_37_14.jpg,15,29
753,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9523_03_40_20.jpg,22,44
754,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8598_03_38_20.jpg,12,22
755,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4119_03_28_45.jpg,9,17
756,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9277_03_39_49.jpg,22,42
757,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8119_03_37_17.jpg,4,8
758,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1259_03_22_39.jpg,3,4
759,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1260_03_22_40.jpg,2,4
760,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6272_03_33_20.jpg,11,20
761,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5952_03_32_39.jpg,28,55
762,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1034_03_22_10.jpg,15,29
763,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4116_03_28_44.jpg,10,20
764,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2522_03_25_21.jpg,4,7
765,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1069_03_22_15.jpg,2,2
766,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7841_03_36_42.jpg,17,34
767,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7833_03_36_41.jpg,12,23
768,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4353_03_29_14.jpg,21,40
769,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2550_03_25_24.jpg,11,21
770,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8052_03_37_09.jpg,30,58
771,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5357_03_31_23.jpg,12,22
772,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9522_03_40_20.jpg,22,43
773,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2849_03_26_02.jpg,15,29
774,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_650_03_21_21.jpg,20,39
775,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6825_03_34_31.jpg,20,39
776,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_3644_03_27_44.jpg,15,29
777,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_1006_03_22_07.jpg,24,48
778,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6244_03_33_17.jpg,23,45
779,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_631_03_21_18.jpg,15,29
780,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_2852_03_26_03.jpg,15,28
781,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_6279_03_33_21.jpg,7,13
782,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_4367_03_29_16.jpg,26,51
783,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_5377_03_31_26.jpg,22,44
784,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_7826_03_36_40.jpg,9,17
785,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9479_03_40_15.jpg,6,11
786,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_8103_03_37_15.jpg,12,22
787,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_9486_03_40_16.jpg,9,17
788,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_630_03_21_18.jpg,15,29
789,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_632_03_21_19.jpg,15,29
790,../../..//Data/Scenario5/development_dataset/unit1/camera_data/image_BS1_581_03_21_12.jpg,4,6
